Operon,IdGene,Type,COGgene,start,end,end.gff,Strand,Function,chr,acc,locus_tag,old_locus_tag,length_nt,type,annotation
1294,cds1837,CDS,COG0323,1785835,1787526,1787526,-,[L] DNA mismatch repair enzyme (predicted ATPase),NC_013967.1,WP_004041819.1,HVO_RS14000,HVO_1939,1692,protein_coding,DNA mismatch repair endonuclease MutL
1294,cds1838,CDS,COG0249,1787523,1790288,1790288,-,[L] Mismatch repair ATPase (MutS family) ,NC_013967.1,WP_004041820.1,HVO_RS14005,HVO_1940,2766,protein_coding,DNA mismatch repair protein MutS
1295,cds1839,CDS,COG0714,1790495,1791451,1791451,+,[R] MoxR-like ATPases    ,NC_013967.1,WP_004041821.1,HVO_RS14010,HVO_1941,957,protein_coding,magnesium chelatase
1295,cds1840,CDS,COG1721,1791457,1792485,1792485,+,[R] Uncharacterized conserved protein (some members contain,NC_013967.1,WP_004041822.1,HVO_RS14015,HVO_1942,1029,protein_coding,DUF58 domain-containing protein
1295,cds1841,CDS,COG1305,1792482,1794722,1794722,+,"[E] Transglutaminase-like enzymes, putative cysteine proteases ",NC_013967.1,WP_004041823.1,HVO_RS14020,HVO_1943,2241,protein_coding,DUF4129 domain-containing protein
1295,cds1842,CDS,COG2512,1794784,1796034,1796034,+,[S] Uncharacterized membrane-associated protein/domain   ,NC_013967.1,WP_004041824.1,HVO_RS14025,HVO_1944,1251,protein_coding,hypothetical protein
1297,cds1844,CDS,COG0023,1797346,1797639,1797639,+,[J] Translation initiation factor 1 (eIF-1/SUI1) and,NC_013967.1,WP_004041826.1,HVO_RS14035,HVO_1946,294,protein_coding,stress response translation initiation inhibitor YciH
1298,cds1845,CDS,COG0607,1797762,1798127,1798127,-,[P] Rhodanese-related sulfurtransferase    ,NC_013967.1,WP_004041827.1,HVO_RS14040,HVO_1947,366,protein_coding,rhodanese-like domain-containing protein
1298,cds1846,CDS,COG0494,1798128,1798691,1798691,-,[LR] NTP pyrophosphohydrolases including oxidative damage repair,NC_013967.1,WP_004041828.1,HVO_RS14045,HVO_1948,564,protein_coding,NUDIX hydrolase
1300,cds1850,CDS,COG3413,1800526,1803735,1803735,-,[R] Predicted DNA binding protein  ,NC_013967.1,NA,HVO_RS14070,HVO_1953,3210,pseudogene,bacterio-opsin activator
1301,cds1851,CDS,COG0456,1803818,1804306,1804306,-,[R] Acetyltransferases     ,NC_013967.1,WP_004041834.1,HVO_RS14075,HVO_1954,489,protein_coding,ribosomal-protein-alanine N-acetyltransferase
1302,cds1852,CDS,COG1048,1804460,1806424,1806424,-,[C] Aconitase A    ,NC_013967.1,WP_004041835.1,HVO_RS14080,HVO_1955,1965,protein_coding,aconitate hydratase
1303,cds1853,CDS,COG0717,1806697,1807170,1807170,+,[F] Deoxycytidine deaminase    ,NC_013967.1,WP_004041836.1,HVO_RS14085,HVO_1956,474,protein_coding,deoxyuridine 5'-triphosphate nucleotidohydrolase
1304,cds1854,CDS,COG1222,1807573,1808811,1808811,+,[O] ATP-dependent 26S proteasome regulatory subunit ,NC_013967.1,WP_013035572.1,HVO_RS14090,HVO_1957,1239,protein_coding,peptidase
1304,cds1855,CDS,COG1945,1808923,1809396,1809396,+,[S] Uncharacterized conserved protein   ,NC_013967.1,WP_004041838.1,HVO_RS14095,HVO_1958,474,protein_coding,pyruvoyl-dependent arginine decarboxylase
1305,cds1856,CDS,COG2172,1809487,1810332,1810332,+,[T] Anti-sigma regulatory factor (Ser/Thr protein kinase),NC_013967.1,WP_004041839.1,HVO_RS14100,HVO_1959,846,protein_coding,sensor histidine kinase
1308,cds1859,CDS,COG0532,1811649,1813451,1813451,-,[J] Translation initiation factor 2 (IF-2; GTPase),NC_013967.1,WP_013035338.1,HVO_RS14115,HVO_1963,1803,protein_coding,translation initiation factor IF-2
1309,cds1860,CDS,COG1873,1813650,1813895,1813895,+,[S] Uncharacterized conserved protein   ,NC_013967.1,WP_004041843.1,HVO_RS14120,HVO_1964,246,protein_coding,photosystem reaction center subunit H
1309,cds1861,CDS,COG1439,1813914,1814372,1814372,+,"[R] Predicted nucleic acid-binding protein, consists of",NC_013967.1,WP_004041844.1,HVO_RS14125,HVO_1965,459,protein_coding,DNA-binding protein
1310,cds1862,CDS,COG1266,1814406,1815143,1815143,-,[R] Predicted metal-dependent membrane protease  ,NC_013967.1,WP_004041845.1,HVO_RS14130,HVO_1966,738,protein_coding,CPBP family intramembrane metalloprotease
1311,cds1863,CDS,COG0166,1815330,1816622,1816622,-,[G] Glucose-6-phosphate isomerase    ,NC_013967.1,WP_004041846.1,HVO_RS14135,HVO_1967,1293,protein_coding,glucose-6-phosphate isomerase
1313,cds1865,CDS,COG0398,1817248,1817931,1817931,-,[S] Uncharacterized conserved protein   ,NC_013967.1,WP_004041848.1,HVO_RS14145,HVO_1969,684,protein_coding,TVP38/TMEM64 family protein
1313,cds1866,CDS,COG0613,1817928,1818632,1818632,-,[R] Predicted metal-dependent phosphoesterases (PHP family) ,NC_013967.1,WP_004041849.1,HVO_RS14150,HVO_1970,705,protein_coding,PHP domain-containing protein
1313,cds1867,CDS,COG1183,1818629,1819327,1819327,-,[I] Phosphatidylserine synthase    ,NC_013967.1,WP_004041850.1,HVO_RS14155,HVO_1971,699,protein_coding,phosphatidylserine synthase
1314,cds1868,CDS,COG0454,1819455,1820090,1820090,-,[KR] Histone acetyltransferase HPA2 and related acetyltransferases,NC_013967.1,WP_004041851.1,HVO_RS14160,HVO_1972,636,protein_coding,N-acetyltransferase
1317,cds1871,CDS,COG0341,1821227,1822090,1822090,+,[U] Preprotein translocase subunit SecF  ,NC_013967.1,WP_004041854.1,HVO_RS14175,HVO_1975,864,protein_coding,preprotein translocase subunit SecF
1319,cds1874,CDS,COG0164,1824240,1824887,1824887,-,[L] Ribonuclease HII    ,NC_013967.1,WP_013035649.1,HVO_RS14190,HVO_1978,648,protein_coding,ribonuclease HII
1320,cds1875,CDS,COG1258,1824976,1826259,1826259,-,[J] Predicted pseudouridylate synthase   ,NC_013967.1,WP_004041859.1,HVO_RS14195,HVO_1979,1284,protein_coding,tRNA pseudouridine(54/55) synthase Pus10
1321,cds1876,CDS,COG0697,1826450,1827427,1827427,+,[GER] Permeases of the drug/metabolite transporter (DMT),NC_013967.1,WP_004041860.1,HVO_RS14200,HVO_1980,978,protein_coding,EamA family transporter
1322,cds1877,CDS,COG3211,1827568,1828161,1828161,-,[R] Predicted phosphatase    ,NC_013967.1,WP_004041861.1,HVO_RS14205,HVO_1981,594,protein_coding,hypothetical protein
1324,cds1880,CDS,COG2301,1829072,1830373,1830373,-,[G] Citrate lyase beta subunit  ,NC_013967.1,WP_004041864.1,HVO_RS14215,HVO_1983,1302,protein_coding,malate synthase
1324,cds1881,CDS,COG2513,1830366,1831403,1831403,-,[G] PEP phosphonomutase and related enzymes ,NC_013967.1,WP_004041865.1,HVO_RS14220,HVO_1984,1038,protein_coding,isocitrate lyase
1324,cds1882,CDS,COG4842,1831400,1831654,1831654,-,[S] Uncharacterized protein conserved in bacteria ,NC_013967.1,WP_004041866.1,HVO_RS14225,NA,255,protein_coding,hypothetical protein
1325,cds1883,CDS,COG1131,1832000,1832953,1832953,+,"[V] ABC-type multidrug transport system, ATPase component",NC_013967.1,WP_004041867.1,HVO_RS14230,HVO_1985,954,protein_coding,ABC transporter ATP-binding protein
1325,cds1884,CDS,COG0842,1832950,1833735,1833735,+,"[V] ABC-type multidrug transport system, permease component",NC_013967.1,WP_004041868.1,HVO_RS14235,HVO_1986,786,protein_coding,ABC transporter permease
1326,cds1885,CDS,COG0616,1833881,1834780,1834780,+,[OU] Periplasmic serine proteases (ClpP class) ,NC_013967.1,WP_004041869.1,HVO_RS14240,HVO_1987,900,protein_coding,S49 family peptidase
1327,cds1887,CDS,COG1901,1836031,1836627,1836627,+,[S] Uncharacterized conserved protein   ,NC_013967.1,WP_004041871.1,HVO_RS14250,HVO_1989,597,protein_coding,tRNA (pseudouridine(54)-N(1))-methyltransferase TrmY
1329,cds1888,CDS,COG0614,1837331,1838560,1838560,+,"[P] ABC-type Fe3+-hydroxamate transport system, periplasmic component",NC_013967.1,WP_004041872.1,HVO_RS14260,HVO_1991,1230,protein_coding,ABC transporter substrate-binding protein
1330,cds1889,CDS,COG1278,1838678,1838872,1838872,-,[K] Cold shock proteins   ,NC_013967.1,WP_004041873.1,HVO_RS14265,HVO_1992,195,protein_coding,cold-shock protein
1331,cds1890,CDS,COG0500,1839125,1839742,1839742,+,[QR] SAM-dependent methyltransferases    ,NC_013967.1,WP_004041874.1,HVO_RS14270,HVO_1993,618,protein_coding,class I SAM-dependent methyltransferase
1332,cds1891,CDS,COG3329,1839773,1840489,1840489,-,[R] Predicted permease    ,NC_013967.1,WP_004041875.1,HVO_RS14275,HVO_1994,717,protein_coding,hypothetical protein
1333,cds1893,CDS,COG0494,1841386,1841982,1841982,+,[LR] NTP pyrophosphohydrolases including oxidative damage repair,NC_013967.1,WP_013035455.1,HVO_RS14285,HVO_1996,597,protein_coding,NUDIX hydrolase
1334,cds1894,CDS,COG1266,1842074,1842847,1842847,+,[R] Predicted metal-dependent membrane protease  ,NC_013967.1,WP_004041878.1,HVO_RS14290,HVO_1997,774,protein_coding,CPBP family intramembrane metalloprotease
1335,cds1895,CDS,COG0471,1842959,1844767,1844767,+,[P] Di- and tricarboxylate transporters  ,NC_013967.1,WP_049914800.1,HVO_RS14295,HVO_1998,1809,protein_coding,potassium transporter TrkA
1336,cds1896,CDS,COG0840,1844851,1846359,1846359,-,[NT] Methyl-accepting chemotaxis protein   ,NC_013967.1,WP_004041880.1,HVO_RS14300,HVO_1999,1509,protein_coding,methyl-accepting chemotaxis protein
1336,cds1897,CDS,COG2211,1846356,1846637,1846637,-,[G] Na+/melibiose symporter and related transporters ,NC_013967.1,WP_004041881.1,HVO_RS14305,HVO_2000,282,protein_coding,hypothetical protein
1337,cds1898,CDS,COG0343,1846826,1848376,1848376,+,[J] Queuine/archaeosine tRNA-ribosyltransferase    ,NC_013967.1,WP_004041882.1,HVO_RS14310,HVO_2001,1551,protein_coding,tRNA-guanine(15) transglycosylase
1338,cds1899,CDS,COG2345,1848449,1848724,1848724,+,[K] Predicted transcriptional regulator   ,NC_013967.1,WP_004041883.1,HVO_RS14315,HVO_2002,276,protein_coding,ArsR family transcriptional regulator
1340,cds1901,CDS,COG1045,1849160,1850023,1850023,-,[E] Serine acetyltransferase    ,NC_013967.1,WP_004041887.1,HVO_RS14325,HVO_2004,864,protein_coding,serine acetyltransferase
1341,cds1902,CDS,COG4885,1850276,1852315,1852315,+,[S] Uncharacterized protein conserved in archaea ,NC_013967.1,WP_049914789.1,HVO_RS14330,HVO_2006,2040,protein_coding,PGF-CTERM sorting domain-containing protein
1344,cds1905,CDS,COG1549,1853807,1855564,1855564,+,"[J] Queuine tRNA-ribosyltransferases, contain PUA domain ",NC_013967.1,WP_004041892.1,HVO_RS14345,HVO_2008,1758,protein_coding,tRNA-ribosyltransferase
1350,cds1911,CDS,COG0206,1858707,1859870,1859870,-,[D] Cell division GTPase   ,NC_013967.1,WP_004041897.1,HVO_RS14370,HVO_2013,1164,protein_coding,cell division protein FtsZ
1356,cds1917,CDS,COG1873,1864886,1865158,1865158,-,[S] Uncharacterized conserved protein   ,NC_013967.1,WP_004041903.1,HVO_RS14400,HVO_2019,273,protein_coding,photosystem reaction center subunit H
1358,cds1919,CDS,COG2928,1865741,1866544,1866544,-,[S] Uncharacterized conserved protein   ,NC_013967.1,WP_004041905.1,HVO_RS14410,HVO_2020,804,protein_coding,DUF502 domain-containing protein
1363,cds1924,CDS,COG2204,1870247,1871404,1871404,+,"[T] Response regulator containing CheY-like receiver, AAA-type",NC_013967.1,WP_004041910.1,HVO_RS14435,HVO_2025,1158,protein_coding,PAS domain-containing protein
1366,cds1927,CDS,COG2202,1872299,1874475,1874475,+,[T] FOG: PAS/PAC domain   ,NC_013967.1,NA,HVO_RS14455,HVO_2030,2177,pseudogene,hybrid sensor histidine kinase/response regulator
1367,cds1928,CDS,COG1522,1874485,1874946,1874946,-,[K] Transcriptional regulators    ,NC_013967.1,WP_004041915.1,HVO_RS14460,HVO_2029,462,protein_coding,Lrp/AsnC family transcriptional regulator
1368,cds1929,CDS,COG1744,1875211,1876422,1876422,+,"[R] Uncharacterized ABC-type transport system, periplasmic component/surface",NC_013967.1,WP_004041916.1,HVO_RS14465,HVO_2031,1212,protein_coding,BMP family ABC transporter substrate-binding protein
1368,cds1930,CDS,COG3845,1876480,1878048,1878048,+,"[R] ABC-type uncharacterized transport systems, ATPase components",NC_013967.1,WP_004041917.1,HVO_RS14470,HVO_2032,1569,protein_coding,ABC transporter ATP-binding protein
1368,cds1931,CDS,COG4603,1878045,1879175,1879175,+,"[R] ABC-type uncharacterized transport system, permease component",NC_013967.1,WP_004041918.1,HVO_RS14475,HVO_2033,1131,protein_coding,ABC transporter permease
1368,cds1932,CDS,COG1079,1879172,1880227,1880227,+,"[R] Uncharacterized ABC-type transport system, permease component",NC_013967.1,WP_004041919.1,HVO_RS14480,HVO_2034,1056,protein_coding,ABC transporter permease
1369,cds1933,CDS,COG1378,1880343,1881461,1881461,+,[K] Predicted transcriptional regulators   ,NC_013967.1,WP_004041920.1,HVO_RS14485,HVO_2035,1119,protein_coding,transcriptional regulator
1372,cds1937,CDS,COG0614,1883147,1884325,1884325,-,"[P] ABC-type Fe3+-hydroxamate transport system, periplasmic component",NC_013967.1,WP_004041925.1,HVO_RS14505,HVO_2038,1179,protein_coding,ABC transporter substrate-binding protein
1374,cds1939,CDS,COG0451,1885450,1886370,1886370,+,[MG] Nucleoside-diphosphate-sugar epimerases    ,NC_013967.1,WP_004041927.1,HVO_RS14515,HVO_2040,921,protein_coding,nucleoside-diphosphate sugar epimerase
1376,cds1941,CDS,COG1474,1888354,1889583,1889583,+,"[LO] Cdc6-related protein, AAA superfamily ATPase ",NC_013967.1,WP_013035620.1,HVO_RS14525,HVO_2042,1230,protein_coding,cell division control protein Cdc6
1377,cds1942,CDS,COG0438,1890204,1890875,1890875,-,[M] Glycosyltransferase     ,NC_013967.1,WP_004041930.1,HVO_RS14530,HVO_2043,672,protein_coding,glycosyl transferase family 1
1379,cds1945,CDS,COG3119,1892437,1893654,1893654,-,[P] Arylsulfatase A and related enzymes ,NC_013967.1,WP_004041932.1,HVO_RS14545,HVO_2046,1218,protein_coding,N-acetylgalactosamine-6-sulfatase
1380,cds1947,CDS,COG0438,1894729,1895808,1895808,+,[M] Glycosyltransferase     ,NC_013967.1,WP_004041934.1,HVO_RS14555,HVO_2048,1080,protein_coding,mannosyltransferase B
1380,cds1948,CDS,COG1216,1895852,1896775,1896775,+,[R] Predicted glycosyltransferases    ,NC_013967.1,WP_004041935.1,HVO_RS14560,HVO_2049,924,protein_coding,rhamnosyl transferase-like protein
1381,cds1949,CDS,COG3385,1896976,1897869,1897869,-,[L] FOG: Transposase and inactivated derivatives ,NC_013967.1,NA,HVO_RS14565,HVO_2050,894,pseudogene,ISH3 family transposase
1382,cds1950,CDS,COG3385,1897872,1899221,1899221,+,[L] FOG: Transposase and inactivated derivatives ,NC_013967.1,WP_013035619.1,HVO_RS14570,HVO_2051,1350,protein_coding,IS4 family transposase
1384,cds1952,CDS,COG0438,1901202,1902320,1902320,+,[M] Glycosyltransferase     ,NC_013967.1,WP_004041938.1,HVO_RS20235,HVO_2053,1119,protein_coding,LPS transferase
1385,cds1953,CDS,COG3385,1902561,1903727,1903727,-,[L] FOG: Transposase and inactivated derivatives ,NC_013967.1,WP_013035082.1,HVO_RS14575,HVO_2054,1167,protein_coding,IS4 family transposase
1385,cds1954,CDS,COG2244,1903778,1905196,1905196,-,[R] Membrane protein involved in the export,NC_013967.1,WP_004041939.1,HVO_RS20240,HVO_2055,1419,protein_coding,polysaccharide biosynthesis protein
1387,cds1956,CDS,COG1209,1905983,1907056,1907056,+,[M] dTDP-glucose pyrophosphorylase    ,NC_013967.1,WP_004041941.1,HVO_RS14585,HVO_2057,1074,protein_coding,glucose-1-phosphate thymidylyltransferase
1388,cds1958,CDS,COG1091,1907226,1908128,1908128,-,[M] dTDP-4-dehydrorhamnose reductase    ,NC_013967.1,WP_013035334.1,HVO_RS14595,HVO_2058,903,protein_coding,NAD(P)-dependent oxidoreductase
1389,cds1959,CDS,COG1088,1908182,1909114,1909114,+,"[M] dTDP-D-glucose 4,6-dehydratase    ",NC_013967.1,WP_004041944.1,HVO_RS14600,HVO_2059,933,protein_coding,"dTDP-glucose 4,6-dehydratase"
1389,cds1960,CDS,COG1051,1909115,1909585,1909585,+,[F] ADP-ribose pyrophosphatase    ,NC_013967.1,WP_004041945.1,HVO_RS14605,HVO_2060,471,protein_coding,NUDIX hydrolase
1390,cds1961,CDS,COG0463,1909651,1910892,1910892,-,[M] Glycosyltransferases involved in cell wall biogenesis,NC_013967.1,WP_004041946.1,HVO_RS14610,HVO_2061,1242,protein_coding,glycosyl transferase
1391,cds1962,CDS,COG3430,1911379,1911816,1911816,-,[S] Uncharacterized protein conserved in archaea ,NC_013967.1,WP_004041947.1,HVO_RS14615,HVO_2062,438,protein_coding,type IV pilin
1394,cds1965,CDS,COG1361,1914245,1915219,1915219,+,[M] S-layer domain    ,NC_013967.1,WP_004041951.1,HVO_RS14630,HVO_2066,975,protein_coding,hypothetical protein
1395,cds1966,CDS,COG1309,1915383,1916003,1916003,-,[K] Transcriptional regulator    ,NC_013967.1,WP_004041952.1,HVO_RS14635,HVO_2067,621,protein_coding,TetR/AcrR family transcriptional regulator
1397,cds1968,CDS,COG1033,1917415,1919934,1919934,-,[R] Predicted exporters of the RND superfamily,NC_013967.1,WP_004041954.1,HVO_RS14645,HVO_2069,2520,protein_coding,RND transporter
1397,cds1969,CDS,COG1361,1919938,1921464,1921464,-,[M] S-layer domain    ,NC_013967.1,WP_049941511.1,HVO_RS14650,HVO_2070,1527,protein_coding,sialidase
1399,cds1971,CDS,COG4885,1923913,1926396,1926396,+,[S] Uncharacterized protein conserved in archaea ,NC_013967.1,WP_013035656.1,HVO_RS14660,HVO_2072,2484,protein_coding,major cell surface glycoprotein
1400,cds1972,CDS,COG1378,1926766,1927521,1927521,-,[K] Predicted transcriptional regulators   ,NC_013967.1,WP_004041957.1,HVO_RS14665,HVO_2073,756,protein_coding,LacI family transcriptional regulator
1403,cds1975,CDS,COG0675,1930885,1932135,1932135,-,[L] Transposase and inactivated derivatives  ,NC_013967.1,WP_004041959.1,HVO_RS14680,HVO_2075,1251,protein_coding,transposase
1405,cds1978,CDS,COG1033,1933890,1936142,1936142,-,[R] Predicted exporters of the RND superfamily,NC_013967.1,WP_013035454.1,HVO_RS14695,HVO_2079,2253,protein_coding,RND transporter
1405,cds1979,CDS,COG1361,1936171,1937727,1937727,-,[M] S-layer domain    ,NC_013967.1,WP_004041963.1,HVO_RS14700,HVO_2080,1557,protein_coding,hypothetical protein
1407,cds1981,CDS,COG1361,1941469,1942626,1942626,+,[M] S-layer domain    ,NC_013967.1,WP_004041965.1,HVO_RS14710,HVO_2082,1158,protein_coding,hypothetical protein
1407,cds1982,CDS,COG1136,1942628,1943305,1943305,+,"[V] ABC-type antimicrobial peptide transport system, ATPase",NC_013967.1,WP_004041966.1,HVO_RS14715,HVO_2083,678,protein_coding,ABC transporter ATP-binding protein
1407,cds1983,CDS,COG0577,1943302,1944444,1944444,+,"[V] ABC-type antimicrobial peptide transport system, permease",NC_013967.1,WP_004041967.1,HVO_RS14720,HVO_2084,1143,protein_coding,ABC transporter permease
1408,cds1984,CDS,COG1575,1944472,1945284,1945284,-,"[H] 1,4-dihydroxy-2-naphthoate octaprenyltransferase    ",NC_013967.1,WP_004041968.1,HVO_RS14725,HVO_2085,813,protein_coding,hypothetical protein
1409,cds1985,CDS,COG2172,1945606,1947240,1947240,+,[T] Anti-sigma regulatory factor (Ser/Thr protein kinase),NC_013967.1,WP_081442898.1,HVO_RS14730,HVO_2086,1635,protein_coding,histidine kinase
1410,cds1986,CDS,COG1472,1947682,1949784,1949784,-,[G] Beta-glucosidase-related glycosidases    ,NC_013967.1,WP_004041970.1,HVO_RS14735,HVO_2087,2103,protein_coding,glycosyl hydrolase
1410,cds1987,CDS,COG1472,1950195,1952411,1952411,-,[G] Beta-glucosidase-related glycosidases    ,NC_013967.1,WP_004041971.1,HVO_RS14740,HVO_2088,2217,protein_coding,beta-glucosidase
1412,cds1989,CDS,COG0675,1953615,1953923,1953923,+,[L] Transposase and inactivated derivatives  ,NC_013967.1,WP_004041974.1,HVO_RS20245,HVO_2090A,309,protein_coding,transposase
1413,cds1990,CDS,COG0160,1954168,1955493,1955493,-,[E] 4-aminobutyrate aminotransferase and related aminotransferases ,NC_013967.1,WP_004041975.1,HVO_RS14755,HVO_2091,1326,protein_coding,aspartate aminotransferase family protein
1414,cds1991,CDS,COG1414,1955740,1956543,1956543,-,[K] Transcriptional regulator    ,NC_013967.1,WP_004041976.1,HVO_RS14760,HVO_2092,804,protein_coding,IclR family transcriptional regulator
1415,cds1992,CDS,COG1757,1956917,1958386,1958386,+,[C] Na+/H+ antiporter    ,NC_013967.1,WP_004041977.1,HVO_RS14765,HVO_2093,1470,protein_coding,Na+/H+ antiporter NhaC
1416,cds1993,CDS,COG0614,1958400,1959647,1959647,-,"[P] ABC-type Fe3+-hydroxamate transport system, periplasmic component",NC_013967.1,WP_004041978.1,HVO_RS14770,HVO_2094,1248,protein_coding,iron ABC transporter substrate-binding protein
1417,cds1994,CDS,COG2130,1959773,1960786,1960786,-,[R] Putative NADP-dependent oxidoreductases   ,NC_013967.1,WP_004041979.1,HVO_RS14775,HVO_2095,1014,protein_coding,NADP-dependent oxidoreductase
